,Date,mode_of_purchase,sporting_equipment,store,estimated_spending,number_of_items_bought
100,2019-08-02,physical_collection,hiking/trekking,west,559.874,18
101,2019-08-02,physical_collection,fitness,west,639.3212,7
102,2019-08-02,physical_collection,jog/run,west,170.0048,4
103,2019-08-02,physical_collection,cycling,west,19.529999999999998,1
104,2019-08-02,physical_collection,crosstrain,west,593.2192,2
105,2019-08-02,order,table_tennis,south,41.2328,5
106,2019-08-02,physical_collection,swimming,west,221.0684,5
107,2019-08-02,physical_collection,kayak/sup,west,17.919999999999998,4
108,2019-08-03,order,crosstrain,south,812.3892,12
109,2019-08-03,order,volleyball,south,18.408599999999996,5
110,2019-08-03,order,tennis,east,767.7432,22
111,2019-08-03,order,surfing,east,1501.9858,16
112,2019-08-03,order,jog/run,east,6431.562199999999,71
113,2019-08-03,order,surfing,south,1178.7481999999998,15
114,2019-08-03,order,yoga,south,570.4832,8
115,2019-08-03,order,diving,east,1668.0089999999998,15
116,2019-08-03,physical_collection,skate/roller,west,59.316599999999994,5
117,2019-08-03,order,trail,south,446.42920000000004,2
118,2019-08-03,order,jog/run,south,2804.662,40
119,2019-08-03,order,pilates,south,573.1039999999999,16
120,2019-08-03,order,swimming,south,1173.5793999999999,21
121,2019-08-03,order,badminton,east,585.9798,8
122,2019-08-03,physical_collection,jog/run,west,264.0512,8
123,2019-08-03,order,golf,east,251.0732,7
124,2019-08-03,physical_collection,kayak/sup,west,17.266199999999998,1
125,2019-08-03,physical_collection,basketball,west,16.107,5
126,2019-08-03,order,basketball,south,362.2822,7
127,2019-08-03,order,football,east,2060.6376,21
128,2019-08-03,order,pilates,east,1947.099,30
129,2019-08-03,order,kayak/sup,east,224.2842,4
130,2019-08-03,order,table_tennis,south,24.632999999999996,1
131,2019-08-03,order,tennis,south,1210.4414,18
132,2019-08-03,order,basketball,east,710.5867999999999,14
133,2019-08-03,order,swimming,east,3184.8053999999997,51
134,2019-08-03,order,climbing,east,574.651,7
135,2019-08-03,physical_collection,others,west,87.8724,2
136,2019-08-03,order,skate/roller,south,388.031,7
137,2019-08-03,order,badminton,south,318.89619999999996,2
138,2019-08-03,order,others,east,771.4658,5
139,2019-08-03,order,football,south,623.6888,8
140,2019-08-03,order,table_tennis,east,84.40319999999998,4
141,2019-08-03,order,trail,east,871.7687999999999,7
142,2019-08-03,order,diving,south,1035.7438,7
143,2019-08-03,order,yoga,east,1469.8039999999999,11
144,2019-08-03,order,hiking/trekking,south,4822.3812,60
145,2019-08-03,order,skate/roller,east,1315.7438,7
146,2019-08-03,order,sailing,south,17.647,5
147,2019-08-03,physical_collection,cycling,west,82.0498,2
148,2019-08-03,order,golf,south,102.92239999999998,4
149,2019-08-03,order,cycling,south,115.49859999999998,4
150,2019-08-03,order,boxing,east,225.60019999999997,2
151,2019-08-03,physical_collection,football,west,29.070999999999998,2
152,2019-08-03,order,cycling,east,985.8814,12
153,2019-08-03,physical_collection,hiking/trekking,west,659.876,9
154,2019-08-03,order,fitness,east,1912.8899999999996,37
155,2019-08-03,physical_collection,fitness,west,106.113,4
156,2019-08-03,order,squash,east,52.316599999999994,5
157,2019-08-03,order,hiking/trekking,east,9446.799599999998,107
158,2019-08-03,physical_collection,ski,west,24.128999999999998,2
159,2019-08-03,physical_collection,yoga,west,41.9076,1
160,2019-08-03,order,crosstrain,east,2236.7967999999996,15
161,2019-08-03,order,fitness,south,1580.2415999999998,25
162,2019-08-03,physical_collection,crosstrain,west,470.68420000000003,7
163,2019-08-03,order,volleyball,east,119.32199999999997,5
164,2019-08-03,physical_collection,surfing,west,44.0104,4
165,2019-08-03,physical_collection,swimming,west,101.493,1
166,2019-08-04,order,surfing,south,1169.084,19
167,2019-08-04,order,football,east,1383.1468,18
168,2019-08-04,order,diving,south,812.0139999999999,4
169,2019-08-04,order,cycling,east,1186.2102,15
170,2019-08-04,order,pilates,south,844.1664,15
171,2019-08-04,order,climbing,east,621.957,7
172,2019-08-04,order,skate/roller,south,203.88479999999998,7
173,2019-08-04,physical_collection,football,west,53.880399999999995,4
174,2019-08-04,order,badminton,east,921.4058,9
175,2019-08-04,order,table_tennis,east,180.17999999999998,4
176,2019-08-04,order,jog/run,east,7193.3708,61
177,2019-08-04,order,boxing,east,216.03259999999997,5
178,2019-08-04,order,swimming,south,1858.9032,26
179,2019-08-04,order,crosstrain,east,1058.2236,11
180,2019-08-04,physical_collection,skate/roller,west,48.81939999999999,1
181,2019-08-04,order,hiking/trekking,south,8262.7482,102
182,2019-08-04,order,yoga,south,353.6638,4
183,2019-08-04,order,squash,east,49.32619999999999,2
184,2019-08-04,order,basketball,east,1031.058,14
185,2019-08-04,order,others,east,459.31059999999997,2
186,2019-08-04,order,tennis,east,553.4073999999999,16
187,2019-08-04,order,yoga,east,1068.2378,14
188,2019-08-04,order,fitness,east,2046.4905999999999,30
189,2019-08-04,order,basketball,south,530.2192,8
190,2019-08-04,order,football,south,562.8574,7
191,2019-08-04,order,volleyball,east,78.9446,1
192,2019-08-04,physical_collection,trail,west,59.4174,2
193,2019-08-04,physical_collection,swimming,west,79.6292,5
194,2019-08-04,order,golf,east,173.6392,2
195,2019-08-04,order,fitness,south,1211.8988,28
196,2019-08-04,order,unknown,east,24.711399999999998,4
197,2019-08-04,order,jog/run,south,3199.9478,39
198,2019-08-04,order,crosstrain,south,1099.8708,9
199,2019-08-04,order,cycling,south,83.6864,7
200,2019-08-04,physical_collection,pilates,west,31.723999999999997,2
201,2019-08-04,order,skate/roller,east,1026.1159999999998,8
202,2019-08-04,order,pilates,east,1840.7564,28
203,2019-08-04,order,golf,south,137.557,7
204,2019-08-04,order,unknown,south,22.000999999999998,1
205,2019-08-04,physical_collection,hiking/trekking,west,943.194,11
206,2019-08-04,physical_collection,fitness,west,14.6048,5
207,2019-08-04,order,hiking/trekking,east,12289.269999999999,147
208,2019-08-04,physical_collection,cycling,west,124.76379999999997,1
209,2019-08-04,order,kayak/sup,east,546.203,1
210,2019-08-04,order,table_tennis,south,37.3842,1
211,2019-08-04,order,surfing,east,1499.0457999999996,15
212,2019-08-04,physical_collection,boxing,west,44.1154,2
213,2019-08-04,order,swimming,east,3884.5128,43
214,2019-08-04,physical_collection,jog/run,west,142.653,5
215,2019-08-04,order,diving,east,1673.5054,18
216,2019-08-04,physical_collection,tennis,west,82.4754,4
217,2019-08-04,order,tennis,south,981.6464,21
218,2019-08-04,order,trail,south,400.582,5
219,2019-08-04,physical_collection,diving,west,263.2784,2
220,2019-08-04,physical_collection,kayak/sup,west,129.367,1
221,2019-08-04,order,badminton,south,586.0721999999998,8
222,2019-08-04,order,trail,east,904.4097999999999,7
223,2019-08-04,physical_collection,others,west,20.983199999999997,1
224,2019-08-04,physical_collection,climbing,west,48.34759999999999,7
225,2019-08-04,physical_collection,yoga,west,53.526199999999996,1
226,2019-08-05,order,skate/roller,south,715.1396,9
227,2019-08-05,order,trail,south,1480.3039999999999,9
228,2019-08-05,order,golf,east,260.5358,5
229,2019-08-05,order,fitness,south,1660.8578,33
230,2019-08-05,order,pilates,east,2679.1757999999995,33
231,2019-08-05,order,football,east,2070.7232,25
232,2019-08-05,order,surfing,south,1762.4109999999998,16
233,2019-08-05,order,badminton,east,1406.5814,12
234,2019-08-05,order,swimming,east,5962.0106,71
235,2019-08-05,order,fitness,east,3248.1862,57
236,2019-08-05,order,pilates,south,1221.6792,21
237,2019-08-05,order,basketball,east,1370.2836,15
238,2019-08-05,order,table_tennis,east,94.01,1
239,2019-08-05,order,football,south,562.3001999999999,7
240,2019-08-05,order,skate/roller,east,1631.9155999999998,7
241,2019-08-05,order,surfing,east,2030.6006,23
242,2019-08-05,physical_collection,surfing,west,49.6902,7
243,2019-08-05,order,jog/run,south,4871.1586,60
244,2019-08-05,order,tennis,south,1440.2878,29
245,2019-08-05,order,diving,east,2156.8078,19
246,2019-08-05,order,yoga,east,1768.7362,16
247,2019-08-05,order,diving,south,867.7003999999998,7
248,2019-08-05,physical_collection,diving,west,56.08679999999999,4
249,2019-08-05,order,badminton,south,705.8771999999999,8
250,2019-08-05,order,hiking/trekking,east,18338.8114,249
251,2019-08-05,order,trail,east,626.3054,5
252,2019-08-05,order,yoga,south,1062.04,8
253,2019-08-05,order,others,east,765.7664,8
254,2019-08-05,order,squash,east,191.17000000000002,4
255,2019-08-05,physical_collection,yoga,west,60.571,2
256,2019-08-05,order,tennis,east,1045.7397999999998,23
257,2019-08-05,order,others,south,33.7778,4
258,2019-08-05,order,basketball,south,900.0641999999999,11
259,2019-08-05,order,golf,south,187.47679999999997,4
260,2019-08-05,order,climbing,east,290.269,2
261,2019-08-05,order,kayak/sup,east,368.20279999999997,2
262,2019-08-05,order,boxing,east,211.84099999999998,2
263,2019-08-05,order,hiking/trekking,south,13868.2964,179
264,2019-08-05,physical_collection,badminton,west,34.3098,5
265,2019-08-05,order,squash,south,235.0418,5
266,2019-08-05,physical_collection,cycling,west,211.3608,2
267,2019-08-05,order,climbing,south,75.83239999999999,5
268,2019-08-05,physical_collection,football,west,33.8604,7
269,2019-08-05,physical_collection,basketball,west,30.048199999999998,5
270,2019-08-05,order,cycling,south,173.831,1
271,2019-08-05,physical_collection,swimming,west,122.77439999999999,1
272,2019-08-05,physical_collection,crosstrain,west,263.11039999999997,4
273,2019-08-05,order,table_tennis,south,28.9702,4
274,2019-08-05,order,cycling,east,1305.1542,14
275,2019-08-05,physical_collection,trail,west,158.53179999999998,5
276,2019-08-05,physical_collection,climbing,west,34.0648,2
277,2019-08-05,physical_collection,golf,west,66.1696,4
278,2019-08-05,order,unknown,south,164.6078,2
279,2019-08-05,physical_collection,ski,west,414.379,5
280,2019-08-05,physical_collection,fitness,west,168.8946,7
281,2019-08-05,physical_collection,pilates,west,73.675,1
282,2019-08-05,physical_collection,others,west,75.9164,4
283,2019-08-05,physical_collection,hiking/trekking,west,425.28079999999994,5
284,2019-08-05,order,crosstrain,east,1947.3454,19
285,2019-08-05,order,crosstrain,south,1864.0649999999998,15
286,2019-08-05,order,jog/run,east,9483.8422,91
287,2019-08-05,order,volleyball,east,56.91979999999999,1
288,2019-08-05,order,swimming,south,2036.7676,30
289,2019-08-05,order,sailing,south,23.0034,2
290,2019-08-05,order,volleyball,south,64.6926,2
291,2019-08-05,physical_collection,kayak/sup,west,274.5904,4
292,2019-08-05,physical_collection,jog/run,west,130.1426,1
293,2019-08-06,order,hiking/trekking,east,16142.466199999999,217
294,2019-08-06,order,tennis,south,1737.9418,25
295,2019-08-06,order,swimming,south,1754.4743999999998,18
296,2019-08-06,order,football,east,1150.2064,19
297,2019-08-06,order,trail,east,420.6076,9
298,2019-08-06,order,badminton,south,754.0946,11
299,2019-08-06,order,swimming,east,4736.0628,51
300,2019-08-06,order,jog/run,south,2536.5535999999997,35
301,2019-08-06,order,pilates,east,1574.5337999999997,30
302,2019-08-06,order,jog/run,east,6235.8366,71
303,2019-08-06,order,surfing,south,1031.485,14
304,2019-08-06,physical_collection,jog/run,west,326.80899999999997,5
305,2019-08-06,order,hiking/trekking,south,9120.419,142
306,2019-08-06,order,skate/roller,south,475.4736,7
307,2019-08-06,order,basketball,east,1469.0480000000002,21
308,2019-08-06,order,surfing,east,1791.3756,16
309,2019-08-06,order,fitness,east,2255.6295999999998,37
310,2019-08-06,physical_collection,badminton,west,16.0244,1
311,2019-08-06,order,basketball,south,688.359,8
312,2019-08-06,order,tennis,east,1499.5428,23
313,2019-08-06,order,skate/roller,east,1417.983,7
314,2019-08-06,physical_collection,kayak/sup,west,266.7084,4
315,2019-08-06,order,diving,south,806.1605999999999,8
316,2019-08-06,order,football,south,729.9838,9
317,2019-08-06,order,golf,east,406.7784,5
318,2019-08-06,order,pilates,south,750.4629999999999,14
319,2019-08-06,physical_collection,golf,west,62.462399999999995,5
320,2019-08-06,order,trail,south,1073.0929999999998,7
321,2019-08-06,order,squash,south,232.04859999999996,2
322,2019-08-06,physical_collection,football,west,44.3072,2
323,2019-08-06,physical_collection,surfing,west,53.7936,2
324,2019-08-06,order,others,east,505.5386,4
325,2019-08-06,order,sailing,south,75.2766,5
326,2019-08-06,order,cycling,east,1191.7079999999999,16
327,2019-08-06,order,unknown,south,47.63080000000001,1
328,2019-08-06,order,climbing,east,168.71959999999999,5
329,2019-08-06,order,badminton,east,1170.4252,9
330,2019-08-06,physical_collection,crosstrain,west,553.7378,2
331,2019-08-06,physical_collection,trail,west,97.37839999999998,1
332,2019-08-06,order,fitness,south,1251.3578,28
333,2019-08-06,order,table_tennis,east,283.12199999999996,5
334,2019-08-06,order,diving,east,1240.0892,12
335,2019-08-06,physical_collection,diving,west,153.57999999999998,4
336,2019-08-06,order,boxing,east,78.0416,4
337,2019-08-06,order,crosstrain,south,1335.4502,8
338,2019-08-06,order,volleyball,east,103.32839999999999,1
339,2019-08-06,physical_collection,yoga,west,84.91839999999998,5
340,2019-08-06,order,yoga,east,1595.363,9
341,2019-08-06,physical_collection,others,west,38.889199999999995,1
342,2019-08-06,order,climbing,south,51.38,5
343,2019-08-06,order,golf,south,51.4696,5
344,2019-08-06,order,rugby,south,24.518199999999997,4
345,2019-08-06,physical_collection,hiking/trekking,west,346.4692,7
346,2019-08-06,order,kayak/sup,east,336.8162,7
347,2019-08-06,order,squash,east,16.52,1
348,2019-08-06,physical_collection,fitness,west,166.4796,2
349,2019-08-06,physical_collection,swimming,west,86.76639999999999,4
350,2019-08-06,order,cycling,south,308.3794,4
351,2019-08-06,physical_collection,cycling,west,1071.0559999999998,4
352,2019-08-06,order,crosstrain,east,1305.9997999999998,14
353,2019-08-06,order,volleyball,south,47.7736,2
354,2019-08-06,order,yoga,south,557.0544,9
355,2019-08-06,physical_collection,tennis,west,39.5528,1
356,2019-08-06,physical_collection,pilates,west,37.3184,7
357,2019-08-07,order,hiking/trekking,east,11079.4698,144
358,2019-08-07,order,tennis,east,808.2997999999999,14
359,2019-08-07,order,swimming,east,3985.8181999999997,42
360,2019-08-07,physical_collection,jog/run,west,244.47219999999996,4
361,2019-08-07,order,crosstrain,south,947.359,8
362,2019-08-07,order,jog/run,east,3927.0251999999996,58
363,2019-08-07,order,pilates,east,1203.2174,21
364,2019-08-07,order,surfing,east,1020.4264,15
365,2019-08-07,order,table_tennis,east,198.849,4
366,2019-08-07,order,badminton,south,316.63239999999996,4
367,2019-08-07,order,jog/run,south,2310.5977999999996,36
368,2019-08-07,order,trail,south,447.825,4
369,2019-08-07,order,basketball,east,787.4048,9
370,2019-08-07,physical_collection,swimming,west,33.4278,1
371,2019-08-07,order,swimming,south,1191.4056,21
372,2019-08-07,order,unknown,east,363.46799999999996,4
373,2019-08-07,order,pilates,south,454.53659999999996,8
374,2019-08-07,order,badminton,east,691.9359999999999,8
375,2019-08-07,order,fitness,east,1599.4230000000002,15
376,2019-08-07,order,skate/roller,east,1069.3984,9
377,2019-08-07,order,football,east,1140.3462,12
378,2019-08-07,physical_collection,sailing,west,14.615999999999998,2
379,2019-08-07,order,trail,east,723.2693999999999,4
380,2019-08-07,order,skate/roller,south,254.26519999999996,4
381,2019-08-07,order,crosstrain,east,880.9849999999999,12
382,2019-08-07,order,tennis,south,686.1007999999999,18
383,2019-08-07,physical_collection,diving,west,88.0656,2
384,2019-08-07,order,diving,east,1681.3915999999997,16
385,2019-08-07,order,golf,south,66.2634,2
386,2019-08-07,order,sailing,south,84.2758,5
387,2019-08-07,order,kayak/sup,east,373.76079999999996,2
388,2019-08-07,physical_collection,others,west,135.2652,4
389,2019-08-07,physical_collection,trail,west,114.80839999999999,4
390,2019-08-07,order,basketball,south,621.0427999999999,12
391,2019-08-07,order,surfing,south,682.8528,11
392,2019-08-07,order,table_tennis,south,68.5286,1
393,2019-08-07,order,diving,south,856.2582,8
394,2019-08-07,physical_collection,football,west,75.06379999999999,5
395,2019-08-07,order,squash,east,42.0364,5
396,2019-08-07,physical_collection,skate/roller,west,107.52,1
397,2019-08-07,order,yoga,east,808.5965999999999,9
398,2019-08-07,physical_collection,golf,west,67.35679999999999,2
399,2019-08-07,order,football,south,475.4638,7
400,2019-08-07,order,others,south,18.003999999999998,5
401,2019-08-07,order,fitness,south,1212.3524,21
402,2019-08-07,order,others,east,776.3378,4
403,2019-08-07,order,golf,east,183.4882,4
404,2019-08-07,order,climbing,east,200.13139999999999,5
405,2019-08-07,order,climbing,south,21.831599999999998,4
406,2019-08-07,order,hiking/trekking,south,4613.5908,86
407,2019-08-07,order,cycling,south,54.5384,2
408,2019-08-07,physical_collection,cycling,west,70.2408,7
409,2019-08-07,physical_collection,surfing,west,75.6686,5
410,2019-08-07,order,unknown,south,136.08979999999997,7
411,2019-08-07,physical_collection,pilates,west,180.9444,5
412,2019-08-07,physical_collection,fitness,west,787.1402,5
413,2019-08-07,physical_collection,hiking/trekking,west,846.1558,5
414,2019-08-07,order,cycling,east,881.7102,15
415,2019-08-07,order,yoga,south,350.09659999999997,4
416,2019-08-07,physical_collection,tennis,west,36.1522,7
417,2019-08-07,order,squash,south,33.3858,2
418,2019-08-07,physical_collection,crosstrain,west,330.5596,4
419,2019-08-08,order,hiking/trekking,east,8578.0198,124
420,2019-08-08,order,jog/run,south,2623.6014,33
421,2019-08-08,order,diving,east,820.1718,11
422,2019-08-08,order,yoga,east,1274.014,16
423,2019-08-08,order,hiking/trekking,south,5285.482999999999,86
424,2019-08-08,order,boxing,east,267.0108,2
425,2019-08-08,physical_collection,hiking/trekking,west,253.82279999999997,8
426,2019-08-08,order,unknown,east,25.170599999999997,1
427,2019-08-08,order,surfing,east,933.2371999999999,14
428,2019-08-08,order,unknown,south,29.903999999999996,2
429,2019-08-08,physical_collection,crosstrain,west,740.8757999999999,1
430,2019-08-08,physical_collection,fitness,west,121.4472,7
431,2019-08-08,order,tennis,east,1015.8259999999998,14
432,2019-08-08,order,table_tennis,east,214.90699999999998,7
433,2019-08-08,order,badminton,south,208.1058,2
434,2019-08-08,order,golf,east,106.9628,4
435,2019-08-08,physical_collection,cycling,west,101.1416,5
436,2019-08-08,order,cycling,east,551.9752,8
437,2019-08-08,order,pilates,east,1492.8452,21
438,2019-08-08,order,swimming,south,1459.2536,18
439,2019-08-08,physical_collection,golf,west,27.6962,1
440,2019-08-08,order,jog/run,east,3631.9527999999996,57
441,2019-08-08,order,crosstrain,south,804.7255999999999,14
442,2019-08-08,order,squash,south,19.2276,1
443,2019-08-08,order,others,east,613.3693999999999,5
444,2019-08-08,order,badminton,east,632.6768,8
445,2019-08-08,order,basketball,east,709.8853999999999,11
446,2019-08-08,order,fitness,east,1745.5031999999999,42
447,2019-08-08,order,football,east,927.0534,14
448,2019-08-08,order,volleyball,east,75.3732,1
449,2019-08-08,physical_collection,swimming,west,101.09400000000001,5
450,2019-08-08,order,sailing,south,70.29119999999999,2
451,2019-08-08,order,golf,south,91.392,1
452,2019-08-08,order,table_tennis,south,56.282799999999995,4
453,2019-08-08,order,crosstrain,east,1636.0162,14
454,2019-08-08,order,cycling,south,235.24479999999997,4
455,2019-08-08,order,basketball,south,393.71639999999996,11
456,2019-08-08,order,climbing,east,297.7198,4
457,2019-08-08,order,climbing,south,46.5794,4
458,2019-08-08,physical_collection,trail,west,64.911,4
459,2019-08-08,order,surfing,south,588.0532,12
460,2019-08-08,order,pilates,south,540.638,11
461,2019-08-08,order,trail,east,593.1267999999999,5
462,2019-08-08,order,rugby,east,32.0824,5
463,2019-08-08,order,kayak/sup,east,283.7254,1
464,2019-08-08,order,fitness,south,1043.1988000000001,21
465,2019-08-08,order,volleyball,south,18.108999999999998,5
466,2019-08-08,order,football,south,446.7582,5
467,2019-08-08,physical_collection,surfing,west,43.093399999999995,2
468,2019-08-08,physical_collection,tennis,west,35.839999999999996,5
469,2019-08-08,order,diving,south,826.9491999999999,9
470,2019-08-08,order,swimming,east,2989.8708,44
471,2019-08-08,order,skate/roller,south,420.84559999999993,2
472,2019-08-08,physical_collection,basketball,west,14.845599999999997,1
473,2019-08-08,physical_collection,badminton,west,23.2302,1
474,2019-08-08,physical_collection,pilates,west,125.81379999999997,5
475,2019-08-08,order,skate/roller,east,655.5849999999999,1
476,2019-08-08,order,tennis,south,537.4585999999999,15
477,2019-08-08,physical_collection,diving,west,220.4748,4
478,2019-08-08,order,trail,south,356.6962,5
479,2019-08-08,physical_collection,jog/run,west,299.4348,7
480,2019-08-08,order,yoga,south,387.2652,8
481,2019-08-08,physical_collection,football,west,16.286199999999997,2
482,2019-08-08,physical_collection,others,west,64.1074,5
483,2019-08-09,order,swimming,east,3060.7948,43
484,2019-08-09,order,pilates,east,1478.0892,21
485,2019-08-09,order,jog/run,east,3872.1787999999997,58
486,2019-08-09,order,pilates,south,636.5029999999999,14
487,2019-08-09,order,badminton,south,341.13239999999996,4
488,2019-08-09,order,climbing,south,17.507,4
489,2019-08-09,order,basketball,east,741.3321999999998,8
490,2019-08-09,order,fitness,south,934.374,15
491,2019-08-09,order,tennis,east,670.6868,19
492,2019-08-09,order,kayak/sup,east,616.1036,7
493,2019-08-09,order,jog/run,south,2412.3302,35
494,2019-08-09,physical_collection,trail,west,14.130199999999999,1
495,2019-08-09,order,trail,south,523.5384,4
496,2019-08-09,order,football,south,680.8018,5
497,2019-08-09,order,table_tennis,east,238.5502,1
498,2019-08-09,order,crosstrain,south,931.1736,12
499,2019-08-09,order,hiking/trekking,south,5500.273799999999,79
500,2019-08-09,order,sailing,south,22.5792,5
501,2019-08-09,physical_collection,football,west,33.369,5
502,2019-08-09,order,basketball,south,360.5336,9
503,2019-08-09,order,yoga,south,554.3803999999999,11
504,2019-08-09,order,football,east,939.7402,11
505,2019-08-09,order,hiking/trekking,east,11276.515599999997,124
506,2019-08-09,order,skate/roller,south,244.0844,2
507,2019-08-09,order,badminton,east,913.2731999999999,11
508,2019-08-09,order,surfing,south,427.8693999999999,7
509,2019-08-09,order,crosstrain,east,1486.8826,15
510,2019-08-09,order,skate/roller,east,742.987,8
511,2019-08-09,order,diving,east,990.8065999999999,14
512,2019-08-09,order,swimming,south,1483.8474,21
513,2019-08-09,physical_collection,swimming,west,330.379,4
514,2019-08-09,order,surfing,east,1076.6126,14
515,2019-08-09,physical_collection,skate/roller,west,258.1432,5
516,2019-08-09,physical_collection,hiking/trekking,west,676.2364,5
517,2019-08-09,physical_collection,others,west,94.6078,1
518,2019-08-09,physical_collection,fitness,west,568.5735999999999,5
519,2019-08-09,order,diving,south,1090.0806,11
520,2019-08-09,order,golf,east,155.50779999999997,2
521,2019-08-09,order,others,east,429.03700000000003,2
522,2019-08-09,order,table_tennis,south,23.451399999999996,1
